Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email
SHOWLOWAZ.GOV,City,Non-Federal Agency,City of Show Low,Show Low,AZ,(blank)
SHREVEPORTLA.GOV,City,Non-Federal Agency,City of Shreveport,Shreveport,LA,alex.sanchez@shreveportla.gov
SHREWSBURY-MA.GOV,City,Non-Federal Agency,SELCO,Shrewsbury,MA,gonorato@shrewsburyma.gov
SHREWSBURYMA.GOV,City,Non-Federal Agency,SELCO,Shrewsbury,MA,(blank)
SHREWSBURYMO.GOV,City,Non-Federal Agency,City of Shrewsbury,Shrewsbury,MO,jashkar@goinet.com
SIBLEYLA.GOV,City,Non-Federal Agency,Town of Sibley,Sibley,LA,sibleytownhall@bellsouth.net
SIERRAVISTAAZ.GOV,City,Non-Federal Agency,City of Sierra Vista,Sierra Vista,AZ,(blank)
SIGNALMOUNTAINTN.GOV,City,Non-Federal Agency,Town of Signal Mountain,Signal Mountain,TN,info@signalmountaintn.gov
SILVERCITYNM.GOV,City,Non-Federal Agency,Town of Silver City,Silver City,NM,(blank)
SILVERLAKEKS.GOV,City,Non-Federal Agency,City of Silver Lake,Silver Lake,KS,cityofsilverlake@embarqmail.com
SIMONTONTEXAS.GOV,City,Non-Federal Agency,City of Simonton,simonton,TX,(blank)
SIMSBURY-CT.GOV,City,Non-Federal Agency,Town of Simsbury,Simsbury,CT,(blank)
SIOUXFALLSSD.GOV,City,Non-Federal Agency,"City of Sioux Falls, South Dakota",Sioux Falls,SD,totten@siouxfalls.org
SISTERBAYWI.GOV,City,Non-Federal Agency,Village of Sister Bay,Sister Bay,WI,(blank)
SKOKIE.GOV,City,Non-Federal Agency,Village of Skokie,Skokie,IL,info@skokie.org
SKYKOMISHWA.GOV,City,Non-Federal Agency,Town of Skykomish,Skykomish,WA,(blank)
SLC.GOV,City,Non-Federal Agency,Salt Lake City Corporation,Salt Lake City,UT,webmaster@slcgov.com
SLEEPYHOLLOWNY.GOV,City,Non-Federal Agency,Village of Sleepy Hollow,Sleepy Hollow,NY,(blank)
SLIPPERYROCKBOROUGHPA.GOV,City,Non-Federal Agency,Borough of Slippery Rock,Slippery Rock,PA,(blank)
SMITHERSWV.GOV,City,Non-Federal Agency,City of Smithers,Smithers,WV,TBAKER@MONTGOMERYWV.GOV
SMITHFIELDRI.GOV,City,Non-Federal Agency,Town of Smithfeld,Smithfield,RI,(blank)
SMITHFIELDVA.GOV,City,Non-Federal Agency,Town of Smithfield,Smithfield,VA,(blank)
SMITHSSTATIONAL.GOV,City,Non-Federal Agency,City of Smiths Station AL,Smiths Station,AL,ed@street-tek.com
SMITHTOWNNY.GOV,City,Non-Federal Agency,Town of Smithtown,Smithtown,NY,support@tosgov.com
SMYRNAGA.GOV,City,Non-Federal Agency,City of Smyrna,Smyrna,GA,it@smyrnaga.gov
SNOHOMISHWA.GOV,City,Non-Federal Agency,City of Snohomish,Snohomish,WA,(blank)
SNOQUALMIEWA.GOV,City,Non-Federal Agency,City of Snoqualmie,Snoqualmie,WA,(blank)
SNOWFLAKEAZ.GOV,City,Non-Federal Agency,Town of Snowflake,Snowflake,AZ,licensing@sunstatetech.com
SNOWHILLMD.GOV,City,Non-Federal Agency,Town of Snow Hill,Snow HIll,MD,(blank)
SOAPLAKEWA.GOV,City,Non-Federal Agency,City of Soap Lake,Soap Lake,WA,(blank)
SOCIALCIRCLEGA.GOV,City,Non-Federal Agency,"City of Social Circle, Georgia",Social Circle,GA,(blank)
SOCORRONM.GOV,City,Non-Federal Agency,City of Socorro New Mexico,Socorro,NM,(blank)
SOLWAYTOWNSHIP-MN.GOV,City,Non-Federal Agency,Solway Township,Cloquet,MN,(blank)
SOMERSCT.GOV,City,Non-Federal Agency,Town of Somers,Somers,CT,helpdesk@somersct.gov
SOMERSETTX.GOV,City,Non-Federal Agency,City of Somerset,Somerset,TX,(blank)
SOMERSWORTHNH.GOV,City,Non-Federal Agency,City of Somersworth,Somersworth,NH,support@bbnnh.com
SOMERTONAZ.GOV,City,Non-Federal Agency,City of Somerton,Somerton,AZ,helpdesk@somertonaz.gov
SOMERVILLEMA.GOV,City,Non-Federal Agency,City of Somerville,Somerville,MA,dslonina@somervillema.gov
SOMERVILLETN.GOV,City,Non-Federal Agency,Town of Somerville,Town of Somerville,TN,ASTOUT@SOMERVILLETN.GOV
SOMERVILLETX.GOV,City,Non-Federal Agency,City of Somerville,Somerville,TX,(blank)
SONORATEXAS.GOV,City,Non-Federal Agency,City of Sonora,Sonora,TX,support@sonora-texas.com
SORRENTOLA.GOV,City,Non-Federal Agency,"Town of Sorrento, Louisiana",Sorrento,LA,(blank)
SOURLAKEPD.GOV,City,Non-Federal Agency,SOUR LAKE POLICE DEPARTMENT,SOUR LAKE,TX,jhoffman@cityofsourlake.com
SOUTHABINGTONPA.GOV,City,Non-Federal Agency,South Abington Township,Chinchilla,PA,(blank)
SOUTHAMBOYNJ.GOV,City,Non-Federal Agency,City of South Amboy,South Amboy,NJ,support@hbkitech.com
SOUTHAMPTONTOWNNY.GOV,City,Non-Federal Agency,Town of Southampton,Southampton,NY,(blank)
SOUTHAMPTONTOWNNYPOLICE.GOV,City,Non-Federal Agency,Town of Southampton,Southampton,NY,jcapone@southamptontownny.gov
SOUTHBEAVERTOWNSHIPPA.GOV,City,Non-Federal Agency,South Beaver Township,Darlington,PA,(blank)
SOUTHBEND-WA.GOV,City,Non-Federal Agency,City of South Bend WA,South Bend,WA,admin@southbend-wa.gov
SOUTHBENDIN.GOV,City,Non-Federal Agency,City of South Bend,South Bend,IN,DL-iTeam@southbendin.gov
SOUTHBRIDGE-MA.GOV,City,Non-Federal Agency,Town of Southbridge,Southbridge,MA,security@southbridgemass.org
SOUTHBRUNSWICKNJ.GOV,City,Non-Federal Agency,Township of South Brunswick,South Brunswick,NJ,mhammer@sbtnj.net
SOUTHBURLINGTONVT.GOV,City,Non-Federal Agency,City of South Burlington,South Burlington,VT,(blank)
SOUTHBURY-CT.GOV,City,Non-Federal Agency,Town of Southbury,Southbury,CT,ITSecurity@southbury-ct.gov
SOUTHCOFFEYVILLEOK.GOV,City,Non-Federal Agency,Town of South Coffeyville Oklahoma,South Coffeyville,OK,jenifer@southcoffeyvilleok.gov
SOUTHEAST-NY.GOV,City,Non-Federal Agency,THE TOWN OF SOUTHEAST,BREWSTER,NY,rhund@southeast-ny.gov
SOUTHERNSHORES-NC.GOV,City,Non-Federal Agency,Town of Southern Shores,Southern Shores,NC,(blank)
SOUTHGATEMI.GOV,City,Non-Federal Agency,City of Southgate,Southgate,MI,jruck@ci.southgate.mi.us
SOUTHHADLEYMA.GOV,City,Non-Federal Agency,Town of South Hadley,South Hadley,MA,(blank)
SOUTHHAVENMI.GOV,City,Non-Federal Agency,City of South Haven,South Haven,MI,ppoole@southhavenmi.gov
SOUTHHOUSTONTX.GOV,City,Non-Federal Agency,City of South Houston,South Houston,TX,(blank)
SOUTHJACKSONVILLE-IL.GOV,City,Non-Federal Agency,Village of South Jacksonville,South Jacksonville,IL,office@southjacksonville-il.gov
SOUTHJORDANUTAH.GOV,City,Non-Federal Agency,South Jordan City,South Jordan,UT,(blank)
SOUTHLAKETX.GOV,City,Non-Federal Agency,City of Southlake,Southlake,TX,DG-ITOperations@ci.southlake.tx.us
SOUTHMIAMIFL.GOV,City,Non-Federal Agency,City of South Miami,South Miami,FL,(blank)
SOUTHMIAMIPDFL.GOV,City,Non-Federal Agency,City of South Miami,South Miami,FL,(blank)
SOUTHMILWAUKEE.GOV,City,Non-Federal Agency,City of South Milwaukee,South Milwaukee,WI,cybersecurity@smwi.org
SOUTHOGDENCITY.GOV,City,Non-Federal Agency,South Ogden City,South Ogden,UT,security@southogdencity.gov
SOUTHOLDTOWNNY.GOV,City,Non-Federal Agency,Town of Southold,Southold,NY,(blank)
SOUTHPASADENACA.GOV,City,Non-Federal Agency,City of South Pasadena,South Pasadena,CA,(blank)
SOUTHPITTSBURG-TN.GOV,City,Non-Federal Agency,City of South Pittsburg,South Pittsburg,TN,hpickett@southpittsburg-tn.gov
SOUTHSANFRANCISCOCA.GOV,City,Non-Federal Agency,City of South San Francisco,South San Francisco,CA,(blank)
SOUTHSIDEPLACETX.GOV,City,Non-Federal Agency,City of Southside Place,Houston,TX,police@southside-place.org
SOUTHTUCSONAZ.GOV,City,Non-Federal Agency,City of South Tucson,South Tucson,AZ,laguirre@southtucson.org
SOUTHWINDSOR-CT.GOV,City,Non-Federal Agency,Town of South Windsor,South Windsor,CT,(blank)
SPARKSGA.GOV,City,Non-Federal Agency,City of Sparks,Sparks,GA,(blank)
SPARTANJ.GOV,City,Non-Federal Agency,Township of Sparta,Sparta,NJ,Michael.Dempsey@spartanj.org
SPARTATN.GOV,City,Non-Federal Agency,City of Sparta,Sparta,TN,(blank)
SPEAKERTWPMI.GOV,City,Non-Federal Agency,Speaker Township,Melvin,MI,support@itright.com
SPEEDWAYIN.GOV,City,Non-Federal Agency,Town of Speedway,Speedway,IN,(blank)
SPENCERMA.GOV,City,Non-Federal Agency,Town of Spencer,Spencer,MA,(blank)
SPENCERNC.GOV,City,Non-Federal Agency,Town of Spencer,Spencer,NC,giossi@membank.com
SPERRYOK.GOV,City,Non-Federal Agency,Town of Sperry,Sperry,OK,JBURCH@SPERRYOK.GOV
SPIRITLAKEID.GOV,City,Non-Federal Agency,City of Spirit Lake,Spirit Lake,ID,matbrown@spiritlakeid.gov
SPRINGCITYPA.GOV,City,Non-Federal Agency,Spring City Borough,Spring City,PA,(blank)
SPRINGDALEAR.GOV,City,Non-Federal Agency,City of Springdale,Springdale,AR,mgutte@springdalear.gov
SPRINGDALEWI.GOV,City,Non-Federal Agency,Town of Springdale,Mt Horeb,WI,(blank)
SPRINGERVILLEAZ.GOV,City,Non-Federal Agency,Town of Springerville,Springerville,AZ,(blank)
SPRINGFIELD-MA.GOV,City,Non-Federal Agency,City of Springfield Massachusetts,Springfield,MA,helpdesk@springfieldcityhall.com
SPRINGFIELD-OR.GOV,City,Non-Federal Agency,"City of Springfield, Oregon",Springfield,OR,(blank)
SPRINGFIELDCO.GOV,City,Non-Federal Agency,Town Of Springfield,Springfield,CO,(blank)
SPRINGFIELDMA.GOV,City,Non-Federal Agency,City of Springfield,Springfield,MA,helpdesk@springfieldcityhall.com
SPRINGFIELDMO.GOV,City,Non-Federal Agency,"City of Springfield, State of Missouri",Springfield,MO,helpdesk@springfieldmo.gov
SPRINGFIELDOHIO.GOV,City,Non-Federal Agency,"City Of Springfield, Ohio",Springfield,OH,(blank)
SPRINGFIELDTN.GOV,City,Non-Federal Agency,City of Springfield,Springfield,TN,support@springfield-tn.org
SPRINGFIELDVT.GOV,City,Non-Federal Agency,"Town of Springfield, Vermont",Springfield,VT,tosmanagerasst@vermontel.net
SPRINGHILLKS.GOV,City,Non-Federal Agency,City of Spring Hill,Spring Hill,KS,(blank)
SPRINGHILLLOUISIANA.GOV,City,Non-Federal Agency,City of Springhill,Springhill,LA,(blank)
SPRINGPORTNY.GOV,City,Non-Federal Agency,Town of Springport,Cayuga,NY,1springportclerk@gmail.com
SPRUCEPINE-NC.GOV,City,Non-Federal Agency,Town of Spruce Pine,Spruce Pine,NC,dewayne@ncpctech.com
SSLC.GOV,City,Non-Federal Agency,South Salt Lake City,South Salt Lake,UT,sturnblom@sslc.com
STAFFORDNJ.GOV,City,Non-Federal Agency,City of Stafford,Manawhakin,NJ,(blank)
STAFFORDTX.GOV,City,Non-Federal Agency,"City of Stafford, TX",stafford,TX,(blank)
STALBANSVT.GOV,City,Non-Federal Agency,Town of St. Albans,St. Albans,VT,c.parent@stalbanstown.com
STALBANSWV.GOV,City,Non-Federal Agency,City of St. Albans,St. Albans,WV,hello@ancarnadigital.com
STAMFORDCT.GOV,City,Non-Federal Agency,City of Stamford,Stamford,CT,webmaster@stamfordct.gov
STAMPINGGROUNDKY.GOV,City,Non-Federal Agency,Stamping Ground,Stamping Ground,KY,cityofstampingground@gmail.com
STANFORDKY.GOV,City,Non-Federal Agency,City of Stanford,Stanford,KY,cclark@bgadd.org
STANFORDNY.GOV,City,Non-Federal Agency,Town of Stanford,Stanfordville,NY,wburton@townofstanford.org
STANHOPENJ.GOV,City,Non-Federal Agency,Stanhope  Borough,Stanhope,NJ,bmcneilly@stanhopenj.gov
STANTONCA.GOV,City,Non-Federal Agency,City of Stanton,Stanton,CA,smartin@stantonca.gov
STANTONKY.GOV,City,Non-Federal Agency,City of Stanton,Stanton,KY,(blank)
STAPLESTX.GOV,City,Non-Federal Agency,City of Staples,Staples,TX,mayorclarkcos@gmail.com
STARNC.GOV,City,Non-Federal Agency,Town of Star,Star,NC,(blank)
STATECOLLEGEPA.GOV,City,Non-Federal Agency,City of State College,State College,PA,(blank)
STATESBOROGA.GOV,City,Non-Federal Agency,City of Statesboro,Statesboro,GA,(blank)
STAYTONOREGON.GOV,City,Non-Federal Agency,City of Stayton,Stayton,OR,citygovernment@staytonoregon.gov
STCHARLESCITYMO.GOV,City,Non-Federal Agency,St. Charles City,Saint Charles,MO,(blank)
STCHARLESIL.GOV,City,Non-Federal Agency,City of St. Charles,St. Charles,IL,techsupport@stcharlesil.gov
STCHARLESPARISH.GOV,City,Non-Federal Agency,St. Charles Parish,Hahnville,LA,aayo@stcharlesgov.net
STCLOUDFL.GOV,City,Non-Federal Agency,City of St. Cloud,St. Cloud,FL,roberto.smith@stcloud.org
STEPHENSCITY.GOV,City,Non-Federal Agency,Town of Stephens City,Stephens City,VA,bcopp@stephenscityva.us
STEPHENVILLETX.GOV,City,Non-Federal Agency,City of Stephenville,Stephenville,TX,(blank)
STERLING-IL.GOV,City,Non-Federal Agency,"City of Sterling, Illinois",Sterling,IL,(blank)
STERLING-MA.GOV,City,Non-Federal Agency,Town of Sterling,Sterling,MA,(blank)
STERLINGHEIGHTS.GOV,City,Non-Federal Agency,City of Sterling Heights,Sterling Heights,MI,sdanieluk@sterling-heights.net
STERLINGHEIGHTSMI.GOV,City,Non-Federal Agency,City of Sterling Heights,Sterling Heights,MI,(blank)
STEVENSONAL.GOV,City,Non-Federal Agency,City Of Stevenson,Stevenson,AL,jcpirtle@infisys.net
STEVENSPOINT.GOV,City,Non-Federal Agency,City of Stevens Point,Stevens Point,WI,itsupport@stevenspoint.com
STFD-OH.GOV,City,Non-Federal Agency,Sylvania Township,Sylvania,OH,oturner@sylvaniatownship.com
STGEORGEKS.GOV,City,Non-Federal Agency,City of St George ,St George,KS,stgeorge@wtcks.net
STHELENSOREGON.GOV,City,Non-Federal Agency,CITY OF ST HELENS,ST HELENS,OR,dcox@sthelensoregon.gov
STILLWATEROK.GOV,City,Non-Federal Agency,City of Stillwater,Stillwater,OK,security@stillwater.org
STILLWATERTOWNSHIPMN.GOV,City,Non-Federal Agency,STILLWATER TOWNSHIP,Stillwater Township,MN,clerk@stillwatertownshipmn.gov
STJOHNIN.GOV,City,Non-Federal Agency,Town of St John,St John,IN,jdravet@stjohnin.com
STJOHNSAZ.GOV,City,Non-Federal Agency,City of St. Johns,St. Johns,AZ,(blank)
STJOHNSMI.GOV,City,Non-Federal Agency,City of St. Johns,Saint Johns,MI,support@itright.com
STJOSEPHMO.GOV,City,Non-Federal Agency,City of St. Joseph,St. Joseph,MO,dlanning@stjoemo.org
STLOUIS-MO.GOV,City,Non-Federal Agency,City of St. Louis,St. Louis,MO,helpdesk@stlouis-mo.gov
STLOUISPARKMN.GOV,City,Non-Federal Agency,City of St. Louis Park,St. Louis Park,MN,webmaster@stlouispark.org
STLUCIECO.GOV,City,Non-Federal Agency,St. Lucie County,Ft. Pierce,FL,(blank)
STLUCIEVILLAGEFL.GOV,City,Non-Federal Agency,Town of St. Lucie Village,Fort Pierce,FL,(blank)
STMARYSGA.GOV,City,Non-Federal Agency,CITY OF ST. MARYS,ST. MARYS,GA,(blank)
STMARYSPA.GOV,City,Non-Federal Agency,City of St. Marys ,St. Marys,PA,(blank)
STMARYSWV.GOV,City,Non-Federal Agency,"City of St, Marys",St. Marys,WV,bnull@biztec.us
STMATTHEWSKY.GOV,City,Non-Federal Agency,City of St Matthews,Louisville,KY,(blank)
STMICHAELMN.GOV,City,Non-Federal Agency,City of St. Michael,St. Michael,MN,technical@ci.st-michael.mn.us
STMICHAELSMD.GOV,City,Non-Federal Agency,"Town of St. Michaels, Maryland",St. Michaels,MD,(blank)
STOCKBRIDGE-MA.GOV,City,Non-Federal Agency,Town of Stockbridge,Stockbridge,MA,jshannon@net-engineering.com
STOCKBRIDGEGA.GOV,City,Non-Federal Agency,City of Stockbridge,Stockbridge,GA,(blank)
STOCKBRIDGEVT.GOV,City,Non-Federal Agency,Town of Stockbridge,Stockbridge,VT,stockbridgevtzoning@gmail.com
STOCKTONCA.GOV,City,Non-Federal Agency,City of Stockton,Stockton,CA,(blank)
STONEHAM-MA.GOV,City,Non-Federal Agency,Town of Stoneham,Stoneham,MA,secure@stoneham-ma.gov
STONINGTON-CT.GOV,City,Non-Federal Agency,Town of Stonington,Stonington,CT,(blank)
STONINGTONBOROUGHCT.GOV,City,Non-Federal Agency,Borough Of Stonington,Stonington,CT,(blank)
STOUGHTON-MA.GOV,City,Non-Federal Agency,Town of Stoughton,Stoughton,MA,tshropshire@stoughton-ma.gov
STOW-MA.GOV,City,Non-Federal Agency,"Town of Stow, Massachusetts",Stow,MA,(blank)
STOWEVT.GOV,City,Non-Federal Agency,TOWN OF STOWE,Stowe,VT,support@stowevt.gov
STPAUL.GOV,City,Non-Federal Agency,City of St Paul,Saint Paul,MN,OTC-CustomerService@ci.stpaul.mn.us
STPAULSNC.GOV,City,Non-Federal Agency,Town of St Pauls,St. Pauls,NC,(blank)
STRATFORDCT.GOV,City,Non-Federal Agency,Town of Stratford,Stratford,CT,mdownes@townofstratford.com
STRATFORDNH.GOV,City,Non-Federal Agency,Town of Stratford,Stratford,NH,stratfordnh@gmail.com
STRATFORDWI.GOV,City,Non-Federal Agency,VILLAGE OF STRATFORD,Stratford,WI,stratfordclerk@stratfordwi.com
STRATHAMNH.GOV,City,Non-Federal Agency,Town of Stratham,Stratham,NH,lee@ls-techsol.com
STSTEPHENPDSC.GOV,City,Non-Federal Agency,St Stephen Police Department,St Stephen,SC,(blank)
STSTEPHENSC.GOV,City,Non-Federal Agency,"Town of St. Stephen, South Carolina",St. Stephen,SC,info@ststephensc.gov
STURBRIDGE.GOV,City,Non-Federal Agency,Town of Sturbridge,Sturbridge,MA,bbarry@town.sturbridge.ma.us
STURGIS-SD.GOV,City,Non-Federal Agency,City of Sturgis,Sturgis,SD,(blank)
STURGISMI.GOV,City,Non-Federal Agency,City of Sturgis,Sturgis,MI,(blank)
STURTEVANT-WI.GOV,City,Non-Federal Agency,Village of Sturtevant,Sturtevant,WI,(blank)
SUAMICOWI.GOV,City,Non-Federal Agency,Village of Suamico,Suamico,WI,postmaster@suamico.org
SUDBURY-MA.GOV,City,Non-Federal Agency,Town of Sudbury,Sudbury,MA,(blank)
SUFFERNNY.GOV,City,Non-Federal Agency,Village of Suffern,Suffern,NY,ITSecurity@suffernny.gov
SUGARCITYIDAHO.GOV,City,Non-Federal Agency,"City of Sugar City, Idaho",Sugar City,ID,snetworktech@gmail.com
SUGARGROVEIL.GOV,City,Non-Federal Agency,Village of Sugar Grove,Sugar Grove,IL,secops@sugargroveil.gov
SUGARLANDTX.GOV,City,Non-Federal Agency,City of Sugar Land,Sugar Land,TX,admin@sugarlandtx.gov
SULPHURSPRINGSAR.GOV,City,Non-Federal Agency,City Of Sulphur Springs,Sulphur Springs,AR,pastordanawinn@icloud.com
SUMMERFIELDNC.GOV,City,Non-Federal Agency,"Town of Summerfield, NC",Summerfield,NC,(blank)
SUMMERVILLESC.GOV,City,Non-Federal Agency,Town of Summerville,Summerville,SC,(blank)
SUMNERWA.GOV,City,Non-Federal Agency,City of Sumner,Sumner,WA,brianc@sumnerwa.gov
SUMTERSC.GOV,City,Non-Federal Agency,City of Sumter,Sumter,SC,(blank)
SUNLANDPARK-NM.GOV,City,Non-Federal Agency,Sunland Park city,Sunland Park,NM,(blank)
SUNNYSIDE-WA.GOV,City,Non-Federal Agency,City Of Sunnyside,Sunnyside,WA,dennisknight@sunnyside-wa.gov
SUNRISEBEACHMO.GOV,City,Non-Federal Agency,Village of Sunrise Beach Missouri,Sunrise Beach,MO,mvcoldwell@gmail.com
SUNRISEFL.GOV,City,Non-Federal Agency,City of Sunrise,Sunrise,FL,ITInfrastructureAdmins@sunrisefl.gov
SUNSETBEACHNC.GOV,City,Non-Federal Agency,"Sunset Beach, Town of",Sunset Beach,NC,(blank)
SUNVALLEYIDAHO.GOV,City,Non-Federal Agency,City of Sun Valley,Sun Valley,ID,(blank)
SUPERIORAZ.GOV,City,Non-Federal Agency,Town of Superior,Superior,AZ,rlee@azk9.net
SUPERIORCOLORADO.GOV,City,Non-Federal Agency,Town of Superior,Superior,CO,don.ernst@apogeecsi.com
SURFCITYNC.GOV,City,Non-Federal Agency,Town of Surf City,Surf City,NC,(blank)
SURPRISEAZ.GOV,City,Non-Federal Agency,City of Surprise,Surprise,AZ,(blank)
SUTHERLINOREGON.GOV,City,Non-Federal Agency,City of Sutherlin,Sutherlin,OR,admin@ci.sutherlin.or.us
SWAMPSCOTTMA.GOV,City,Non-Federal Agency,Town of Swampscott,Swampscott,MA,bsheng@hiq.com
SWANSEAMA.GOV,City,Non-Federal Agency,Town of Swansea,Swansea,MA,(blank)
SWANZEYNH.GOV,City,Non-Federal Agency,Town of Swanzey,Swanzey,NH,allantreadwell@gsinet.net
SWATARATWPAUTHORITY-PA.GOV,City,Non-Federal Agency,Swatara Township Authority,Harrisburg,PA,Administrator@SwataraSewer.com
SWEENYTX.GOV,City,Non-Federal Agency,City of Sweeny,Sweeny,TX,(blank)
SWEETHOMEOR.GOV,City,Non-Federal Agency,City of Sweet Home,Sweet Home,OR,(blank)
SWEETWATERTX.GOV,City,Non-Federal Agency,City of Sweetwater ,Sweetwater,TX,zadames@coswtr.org
SYLACAUGAAL.GOV,City,Non-Federal Agency,City of Sylacauga,Sylacauga,AL,(blank)
SYLVANTOWNSHIPMI.GOV,City,Non-Federal Agency,Sylvan Township,Chelsea,MI,support@itright.com
SYR.GOV,City,Non-Federal Agency,City of Syracuse,Syracuse,NY,digital@syrgov.net
SYRACUSEKS.GOV,City,Non-Federal Agency,City of Syracuse,Syracuse,KS,(blank)
SYRACUSEUT.GOV,City,Non-Federal Agency,Syracuse City,Syracuse,UT,(blank)
TAHLEQUAH.GOV,City,Non-Federal Agency,City of Tahlequah OK,Tahlequah,OK,tech@cityoftahlequah.com
TAKOMAPARKMD.GOV,City,Non-Federal Agency,City of Takoma Park,Takoma Park,MD,larsd@takomaparkmd.gov
TALLAPOOSAGA.GOV,City,Non-Federal Agency,City Of Tallapoosa,Tallapoosa,GA,info@tallapoosaga.gov
TALLASSEE-AL.GOV,City,Non-Federal Agency,KMS-Inc,Millbrook,AL,(blank)
TALLASSEEAL.GOV,City,Non-Federal Agency,City of Tallassee,Tallassee,AL,(blank)
TALLULAH-LA.GOV,City,Non-Federal Agency,City Of Tallulah,Tallulah,LA,mike@msvicksburg.com
TALLULAHFALLSGA.GOV,City,Non-Federal Agency,Town of Tallulah Falls,Tallulah Falls,GA,clerk@tallulahfallsga.gov
TAMACITYIA.GOV,City,Non-Federal Agency,City of Tama,Tama,IA,(blank)
TAMARAC.GOV,City,Non-Federal Agency,City of Tamarac,Tamarac,FL,support@tamarac.org
TAMPA.GOV,City,Non-Federal Agency,City of Tampa,Tampa,FL,ciso@tampagov.net
TAMPAFL.GOV,City,Non-Federal Agency,City of Tampa,Tampa,FL,ciso@tampagov.net
TAOSNM.GOV,City,Non-Federal Agency,Town of Taos,Taos,NM,agonzales@taosgov.com
TAPPAHANNOCK-VA.GOV,City,Non-Federal Agency,Town of Tappahannock,Tappahannock,VA,epollitt@tappahannock-va.gov
TARRYTOWNNY.GOV,City,Non-Federal Agency,Village of Tarrytown,Tarrytown,NY,administrator@tarrytowngov.com
TATAMYPA.GOV,City,Non-Federal Agency,Tatamy Borough,Tatamy,PA,borough.office@tatamypa.com
TAUNTON-MA.GOV,City,Non-Federal Agency,City of Taunton,Taunton,MA,(blank)
TAYLORAZ.GOV,City,Non-Federal Agency,TOWN OF TAYLOR,TAYLOR,AZ,gus@tayloraz.org
TAYLORMILLKY.GOV,City,Non-Federal Agency,City of Taylormill,Taylor Mill,KY,bhaney@taylormillky.gov
TAYLORSVILLEUT.GOV,City,Non-Federal Agency,City of Taylorsville,Taylorsville ,UT,chad@prspower.com
TAYLORTX.GOV,City,Non-Federal Agency,City of Taylor,Taylor,TX,(blank)
TEANECKNJ.GOV,City,Non-Federal Agency,Township Of Teaneck,Teaneck,NJ,(blank)
TEGACAYSC.GOV,City,Non-Federal Agency,City of Tega Cay,Tega Cay,SC,jbroome@tegacaysc.gov
TELLURIDE-CO.GOV,City,Non-Federal Agency,Town of Telluride,Telluride,CO,dns.tech@telluride-co.gov
TEMECULACA.GOV,City,Non-Federal Agency,City of Temecula,Temecula,CA,(blank)
TEMPE.GOV,City,Non-Federal Agency,City of Tempe,Tempe,AZ,scott_campbell@tempe.gov
TEMPLETONMA.GOV,City,Non-Federal Agency,Town of Templeton,East Templeton,MA,(blank)
TEMPLETX.GOV,City,Non-Federal Agency,"City of Temple, Texas",Temple,TX,bharris@templetx.gov
TENNILLE-GA.GOV,City,Non-Federal Agency,City Of Tennille,Tennille,GA,(blank)
TERRELLTX.GOV,City,Non-Federal Agency,City of Terrell-Library,Terrell,TX,support@caveconsulting.com
TEWKSBURY-MA.GOV,City,Non-Federal Agency,Town of Tewksbury,Tewksbury,MA,(blank)
TEXASCITYTX.GOV,City,Non-Federal Agency,City of Texas City,Texas City,TX,helpdesk@texas-city-tx.org
TEXICOPOLICENM.GOV,City,Non-Federal Agency,Texico Police Department,TExico,NM,texicopd@gmail.com
THECOLONYTX.GOV,City,Non-Federal Agency,City of The Colony,The Colony,TX,cwight@thecolonytx.gov
THECOVKY.GOV,City,Non-Federal Agency,City of Covington,Covington,KY,eelgusain@covingtonky.gov
THEHILLSTX.GOV,City,Non-Federal Agency,Village of The Hills,The Hills,TX,wendysmith@villageofthehills.org
THETFORDVT.GOV,City,Non-Federal Agency,Town of Thetford,Thetford,VT,manager@thetfordvt.gov
